C:\Users\USER\AppData\Local\Temp\RenderDoc\DX11_2024.02.26_13.47.00_frame9147.rdc - Frame #9147

 EID  | Event                                                 | Action #
19292 |   - DrawIndexed(228)                                  | 1121  
19310 |   - DrawIndexed(6)                                    | 1122  
19328 |   - DrawIndexed(6)                                    | 1123  
19346 |   - DrawIndexed(4188)                                 | 1124  
19364 |   - DrawIndexed(558)                                  | 1125  
19382 |   - DrawIndexed(504)                                  | 1126  
19400 |   - DrawIndexed(114)                                  | 1127  
19418 |   - DrawIndexed(186)                                  | 1128  
19436 |   - DrawIndexed(600)                                  | 1129  
19454 |   - DrawIndexed(6480)                                 | 1130  
19472 |   - DrawIndexed(1260)                                 | 1131  
19490 |   - DrawIndexed(1260)                                 | 1132  
19508 |   - DrawIndexed(1464)                                 | 1133  
19526 |   - DrawIndexed(186)                                  | 1134  
19544 |   - DrawIndexed(384)                                  | 1135  
19562 |   - DrawIndexed(384)                                  | 1136  
19580 |   - DrawIndexed(18)                                   | 1137  
19598 |   - DrawIndexed(18)                                   | 1138  
19616 |   - DrawIndexed(18)                                   | 1139  
19634 |   - DrawIndexed(18)                                   | 1140  
19652 |   - DrawIndexed(960)                                  | 1141  
19670 |   - DrawIndexed(72)                                   | 1142  
19688 |   - DrawIndexed(72)                                   | 1143  
19706 |   - DrawIndexed(72)                                   | 1144  
19724 |   - DrawIndexed(72)                                   | 1145  
19742 |   - DrawIndexed(288)                                  | 1146  
19760 |   - DrawIndexed(288)                                  | 1147  
19778 |   - DrawIndexed(288)                                  | 1148  
19796 |   - DrawIndexed(3564)                                 | 1149  
19814 |   - DrawIndexed(2940)                                 | 1150  
19832 |   - DrawIndexed(252)                                  | 1151  
19850 |   - DrawIndexed(252)                                  | 1152  
19868 |   - DrawIndexed(6)                                    | 1153  
19886 |   - DrawIndexed(384)                                  | 1154  
19904 |   - DrawIndexed(384)                                  | 1155  
19922 |   - DrawIndexed(384)                                  | 1156  
19940 |   - DrawIndexed(384)                                  | 1157  
19958 |   - DrawIndexed(384)                                  | 1158  
19976 |   - DrawIndexed(384)                                  | 1159  
19994 |   - DrawIndexed(18)                                   | 1160  
20012 |   - DrawIndexed(18)                                   | 1161  
20030 |   - DrawIndexed(504)                                  | 1162  
20048 |   - DrawIndexed(720)                                  | 1163  
20066 |   - DrawIndexed(108)                                  | 1164  
20084 |   - DrawIndexed(108)                                  | 1165  
20102 |   - DrawIndexed(108)                                  | 1166  
20120 |   - DrawIndexed(108)                                  | 1167  
20138 |   - DrawIndexed(108)                                  | 1168  
20156 |   - DrawIndexed(108)                                  | 1169  
20174 |   - DrawIndexed(1566)                                 | 1170  
20192 |   - DrawIndexed(1566)                                 | 1171  
20210 |   - DrawIndexed(3888)                                 | 1172  
20228 |   - DrawIndexed(108)                                  | 1173  
20246 |   - DrawIndexed(384)                                  | 1174  
20264 |   - DrawIndexed(384)                                  | 1175  
20282 |   - DrawIndexed(720)                                  | 1176  
20300 |   - DrawIndexed(462)                                  | 1177  
20318 |   - DrawIndexed(6)                                    | 1178  
20336 |   - DrawIndexed(384)                                  | 1179  
20354 |   - DrawIndexed(462)                                  | 1180  
20372 |   - DrawIndexed(384)                                  | 1181  
20390 |   - DrawIndexed(6)                                    | 1182  
20408 |   - DrawIndexed(6)                                    | 1183  
20426 |   - DrawIndexed(462)                                  | 1184  
20444 |   - DrawIndexed(6)                                    | 1185  
20462 |   - DrawIndexed(462)                                  | 1186  
20480 |   - DrawIndexed(384)                                  | 1187  
20498 |   - DrawIndexed(6)                                    | 1188  
20516 |   - DrawIndexed(462)                                  | 1189  
20534 |   - DrawIndexed(384)                                  | 1190  
20552 |   - DrawIndexed(462)                                  | 1191  
20570 |   - DrawIndexed(462)                                  | 1192  
20588 |   - DrawIndexed(720)                                  | 1193  
20606 |   - DrawIndexed(108)                                  | 1194  
20624 |   - DrawIndexed(6)                                    | 1195  
20642 |   - DrawIndexed(6)                                    | 1196  
20660 |   - DrawIndexed(720)                                  | 1197  
20678 |   - DrawIndexed(462)                                  | 1198  
20696 |   - DrawIndexed(384)                                  | 1199  
20714 |   - DrawIndexed(6)                                    | 1200  
20732 |   - DrawIndexed(3888)                                 | 1201  
20750 |   - DrawIndexed(384)                                  | 1202  
20768 |   - DrawIndexed(96)                                   | 1203  
20786 |   - DrawIndexed(1512)                                 | 1204  
20804 |   - DrawIndexed(108)                                  | 1205  
20819 |   - DrawIndexed(54)                                   | 1206  
20837 |   - DrawIndexed(6)                                    | 1207  
20855 |   - DrawIndexed(108)                                  | 1208  
20870 |   - DrawIndexed(54)                                   | 1209  
20888 |   - DrawIndexed(636)                                  | 1210  
20906 |   - DrawIndexed(636)                                  | 1211  
20924 |   - DrawIndexed(108)                                  | 1212  
20939 |   - DrawIndexed(54)                                   | 1213  
20957 |   - DrawIndexed(108)                                  | 1214  
20972 |   - DrawIndexed(54)                                   | 1215  
20990 |   - DrawIndexed(108)                                  | 1216  
21005 |   - DrawIndexed(54)                                   | 1217  
21023 |   - DrawIndexed(108)                                  | 1218  
21038 |   - DrawIndexed(54)                                   | 1219  
21056 |   - DrawIndexed(108)                                  | 1220  
21071 |   - DrawIndexed(54)                                   | 1221  
21089 |   - DrawIndexed(108)                                  | 1222  
21104 |   - DrawIndexed(54)                                   | 1223  
21122 |   - DrawIndexed(6)                                    | 1224  
21140 |   - DrawIndexed(6)                                    | 1225  
21158 |   - DrawIndexed(6)                                    | 1226  
21176 |   - DrawIndexed(6)                                    | 1227  
21194 |   - DrawIndexed(6)                                    | 1228  
21212 |   - DrawIndexed(6)                                    | 1229  
21230 |   - DrawIndexed(216)                                  | 1230  
21248 |   - DrawIndexed(216)                                  | 1231  
21266 |   - DrawIndexed(1752)                                 | 1232  
21284 |   - DrawIndexed(6)                                    | 1233  
21302 |   - DrawIndexed(216)                                  | 1234  
21320 |   - DrawIndexed(216)                                  | 1235  
21338 |   - DrawIndexed(150)                                  | 1236  
21356 |   - DrawIndexed(66)                                   | 1237  
21374 |   - DrawIndexed(6)                                    | 1238  
21392 |   - DrawIndexed(6)                                    | 1239  
21410 |   - DrawIndexed(66)                                   | 1240  
21428 |   - DrawIndexed(150)                                  | 1241  
21446 |   - DrawIndexed(6)                                    | 1242  
21464 |   - DrawIndexed(66)                                   | 1243  
21482 |   - DrawIndexed(150)                                  | 1244  
21500 |   - DrawIndexed(66)                                   | 1245  
21518 |   - DrawIndexed(150)                                  | 1246  
21536 |   - DrawIndexed(6)                                    | 1247  
21554 |   - DrawIndexed(66)                                   | 1248  
21572 |   - DrawIndexed(150)                                  | 1249  
21590 |   - DrawIndexed(6)                                    | 1250  
21608 |   - DrawIndexed(66)                                   | 1251  
21626 |   - DrawIndexed(150)                                  | 1252  
21644 |   - DrawIndexed(6)                                    | 1253  
21662 |   - DrawIndexed(150)                                  | 1254  
21680 |   - DrawIndexed(6)                                    | 1255  
21698 |   - DrawIndexed(66)                                   | 1256  
21716 |   - DrawIndexed(6)                                    | 1257  
21734 |   - DrawIndexed(90)                                   | 1258  
21752 |   - DrawIndexed(150)                                  | 1259  
21770 |   - DrawIndexed(66)                                   | 1260  
21788 |   - DrawIndexed(4752)                                 | 1261  
21806 |   - DrawIndexed(4752)                                 | 1262  
21824 |   - DrawIndexed(4752)                                 | 1263  
21842 |   - DrawIndexed(108)                                  | 1264  
21860 |   - DrawIndexed(294)                                  | 1265  
21878 |   - DrawIndexed(294)                                  | 1266  
21896 |   - DrawIndexed(294)                                  | 1267  
21914 |   - DrawIndexed(294)                                  | 1268  
21932 |   - DrawIndexed(294)                                  | 1269  
21950 |   - DrawIndexed(294)                                  | 1270  
21968 |   - DrawIndexed(294)                                  | 1271  
21986 |   - DrawIndexed(294)                                  | 1272  
22004 |   - DrawIndexed(294)                                  | 1273  
22022 |   - DrawIndexed(294)                                  | 1274  
22040 |   - DrawIndexed(294)                                  | 1275  
22058 |   - DrawIndexed(294)                                  | 1276  
22076 |   - DrawIndexed(90)                                   | 1277  
22094 |   - DrawIndexed(90)                                   | 1278  
22112 |   - DrawIndexed(90)                                   | 1279  
22130 |   - DrawIndexed(90)                                   | 1280  
22148 |   - DrawIndexed(90)                                   | 1281  
22166 |   - DrawIndexed(90)                                   | 1282  
22184 |   - DrawIndexed(90)                                   | 1283  
22202 |   - DrawIndexed(90)                                   | 1284  
22220 |   - DrawIndexed(90)                                   | 1285  
22238 |   - DrawIndexed(90)                                   | 1286  
22256 |   - DrawIndexed(90)                                   | 1287  
22274 |   - DrawIndexed(90)                                   | 1288  
22292 |   - DrawIndexed(2376)                                 | 1289  
22307 |   - DrawIndexed(12)                                   | 1290  
22322 |   - DrawIndexed(5700)                                 | 1291  
22340 |   - DrawIndexed(90)                                   | 1292  
22358 |   - DrawIndexed(90)                                   | 1293  
22376 |   - DrawIndexed(90)                                   | 1294  
22394 |   - DrawIndexed(90)                                   | 1295  
22412 |   - DrawIndexed(90)                                   | 1296  
22430 |   - DrawIndexed(90)                                   | 1297  
22448 |   - DrawIndexed(90)                                   | 1298  
22466 |   - DrawIndexed(90)                                   | 1299  
22484 |   - DrawIndexed(90)                                   | 1300  
22502 |   - DrawIndexed(90)                                   | 1301  
22520 |   - DrawIndexed(90)                                   | 1302  
22538 |   - DrawIndexed(90)                                   | 1303  
22556 |   - DrawIndexed(90)                                   | 1304  
22574 |   - DrawIndexed(1179)                                 | 1305  
22589 |   - DrawIndexed(648)                                  | 1306  
22607 |   - DrawIndexed(90)                                   | 1307  
22625 |   - DrawIndexed(420)                                  | 1308  
22643 |   - DrawIndexed(132)                                  | 1309  
22661 |   - DrawIndexed(12)                                   | 1310  
22679 |   - DrawIndexed(12)                                   | 1311  
22697 |   - DrawIndexed(90)                                   | 1312  
22715 |   - DrawIndexed(420)                                  | 1313  
22733 |   - DrawIndexed(132)                                  | 1314  
22751 |   - DrawIndexed(132)                                  | 1315  
22769 |   - DrawIndexed(90)                                   | 1316  
22787 |   - DrawIndexed(420)                                  | 1317  
22805 |   - DrawIndexed(12)                                   | 1318  
22823 |   - DrawIndexed(378)                                  | 1319  
22841 |   - DrawIndexed(1044)                                 | 1320  
22859 |   - DrawIndexed(936)                                  | 1321  
22877 |   - DrawIndexed(714)                                  | 1322  
22895 |   - DrawIndexed(714)                                  | 1323  
22913 |   - DrawIndexed(714)                                  | 1324  
22931 |   - DrawIndexed(714)                                  | 1325  
22949 |   - DrawIndexed(318)                                  | 1326  
22967 |   - DrawIndexed(492)                                  | 1327  
22985 |   - DrawIndexed(276)                                  | 1328  
23000 |   - DrawIndexed(264)                                  | 1329  
23018 |   - DrawIndexed(294)                                  | 1330  
23036 |   - DrawIndexed(714)                                  | 1331  
23054 |   - DrawIndexed(294)                                  | 1332  
23072 |   - DrawIndexed(714)                                  | 1333  
23090 |   - DrawIndexed(12)                                   | 1334  
23108 |   - DrawIndexed(12)                                   | 1335  
23126 |   - DrawIndexed(12)                                   | 1336  
23144 |   - DrawIndexed(12)                                   | 1337  
23162 |   - DrawIndexed(12)                                   | 1338  
23180 |   - DrawIndexed(12)                                   | 1339  
23198 |   - DrawIndexed(12)                                   | 1340  
23216 |   - DrawIndexed(12)                                   | 1341  
23234 |   - DrawIndexed(12)                                   | 1342  
23252 |   - DrawIndexed(12)                                   | 1343  
23270 |   - DrawIndexed(12)                                   | 1344  
23288 |   - DrawIndexed(12)                                   | 1345  
23306 |   - DrawIndexed(12)                                   | 1346  
23324 |   - DrawIndexed(12)                                   | 1347  
23342 |   - DrawIndexed(12)                                   | 1348  
23360 |   - DrawIndexed(54)                                   | 1349  
23378 |   - DrawIndexed(54)                                   | 1350  
23396 |   - DrawIndexed(54)                                   | 1351  
23414 |   - DrawIndexed(84)                                   | 1352  
23432 |   - DrawIndexed(12)                                   | 1353  
23450 |   - DrawIndexed(90)                                   | 1354  
23468 |   - DrawIndexed(12)                                   | 1355  
23486 |   - DrawIndexed(54)                                   | 1356  
23504 |   - DrawIndexed(54)                                   | 1357  
23522 |   - DrawIndexed(84)                                   | 1358  
23540 |   - DrawIndexed(96)                                   | 1359  
23558 |   - DrawIndexed(84)                                   | 1360  
23576 |   - DrawIndexed(114)                                  | 1361  
23594 |   - DrawIndexed(90)                                   | 1362  
23612 |   - DrawIndexed(588)                                  | 1363  
23630 |   - DrawIndexed(186)                                  | 1364  
23648 |   - DrawIndexed(186)                                  | 1365  
23666 |   - DrawIndexed(186)                                  | 1366  
23684 |   - DrawIndexed(186)                                  | 1367  
23702 |   - DrawIndexed(378)                                  | 1368  
23720 |   - DrawIndexed(294)                                  | 1369  
23738 |   - DrawIndexed(294)                                  | 1370  
23756 |   - DrawIndexed(6240)                                 | 1371  
23774 |   - DrawIndexed(750)                                  | 1372  
23792 |   - DrawIndexed(6)                                    | 1373  
23810 |   - DrawIndexed(6)                                    | 1374  
23828 |   - DrawIndexed(750)                                  | 1375  
23846 |   - DrawIndexed(921)                                  | 1376  
23864 |   - DrawIndexed(270)                                  | 1377  
23882 |   - DrawIndexed(300)                                  | 1378  
23900 |   - DrawIndexed(12)                                   | 1379  
23915 |   - DrawIndexed(2376)                                 | 1380  
23930 |   - DrawIndexed(1320)                                 | 1381  
23945 |   - DrawIndexed(4386)                                 | 1382  
23963 |   - DrawIndexed(72)                                   | 1383  
23981 |   - DrawIndexed(4752)                                 | 1384  
23999 |   - DrawIndexed(12)                                   | 1385  
24017 |   - DrawIndexed(360)                                  | 1386  
24035 |   - DrawIndexed(714)                                  | 1387  
24053 |   - DrawIndexed(714)                                  | 1388  
24071 |   - DrawIndexed(90)                                   | 1389  
24089 |   - DrawIndexed(90)                                   | 1390  
24107 |   - DrawIndexed(414)                                  | 1391  
24122 |   - DrawIndexed(18)                                   | 1392  
24140 |   - DrawIndexed(414)                                  | 1393  
24155 |   - DrawIndexed(18)                                   | 1394  
24173 |   - DrawIndexed(414)                                  | 1395  
24188 |   - DrawIndexed(18)                                   | 1396  
24206 |   - DrawIndexed(714)                                  | 1397  
24224 |   - DrawIndexed(414)                                  | 1398  
24239 |   - DrawIndexed(18)                                   | 1399  
24257 |   - DrawIndexed(90)                                   | 1400  
24275 |   - DrawIndexed(714)                                  | 1401  
24293 |   - DrawIndexed(90)                                   | 1402  
24311 |   - DrawIndexed(714)                                  | 1403  
24329 |   - DrawIndexed(714)                                  | 1404  
24347 |   - DrawIndexed(414)                                  | 1405  
24362 |   - DrawIndexed(18)                                   | 1406  
24380 |   - DrawIndexed(414)                                  | 1407  
24395 |   - DrawIndexed(18)                                   | 1408  
24413 |   - DrawIndexed(714)                                  | 1409  
24431 |   - DrawIndexed(414)                                  | 1410  
24446 |   - DrawIndexed(18)                                   | 1411  
24464 |   - DrawIndexed(714)                                  | 1412  
24482 |   - DrawIndexed(714)                                  | 1413  
24500 |   - DrawIndexed(90)                                   | 1414  
24518 |   - DrawIndexed(414)                                  | 1415  
24533 |   - DrawIndexed(18)                                   | 1416  
24551 |   - DrawIndexed(420)                                  | 1417  
24566 |   - DrawIndexed(12)                                   | 1418  
24584 |   - DrawIndexed(126)                                  | 1419  
24602 |   - DrawIndexed(414)                                  | 1420  
24617 |   - DrawIndexed(18)                                   | 1421  
24635 |   - DrawIndexed(1134)                                 | 1422  
24653 |   - DrawIndexed(6240)                                 | 1423  
24671 |   - DrawIndexed(600)                                  | 1424  
24689 |   - DrawIndexed(300)                                  | 1425  
24707 |   - DrawIndexed(852)                                  | 1426  
24725 |   - DrawIndexed(90)                                   | 1427  
24743 |   - DrawIndexed(17388)                                | 1428  
24761 |   - DrawIndexed(714)                                  | 1429  
24779 |   - DrawIndexed(12)                                   | 1430  
24797 |   - DrawIndexed(180)                                  | 1431  
24815 |   - DrawIndexed(270)                                  | 1432  
24833 |   - DrawIndexed(276)                                  | 1433  
24851 |   - DrawIndexed(360)                                  | 1434  
24869 |   - DrawIndexed(876)                                  | 1435  
24887 |   - DrawIndexed(228)                                  | 1436  
24905 |   - DrawIndexed(228)                                  | 1437  
24923 |   - DrawIndexed(228)                                  | 1438  
24941 |   - DrawIndexed(5850)                                 | 1439  
24959 |   - DrawIndexed(5850)                                 | 1440  
24977 |   - DrawIndexed(5850)                                 | 1441  
24995 |   - DrawIndexed(5850)                                 | 1442  
25013 |   - DrawIndexed(4803)                                 | 1443  
25028 |   - DrawIndexed(2298)                                 | 1444  
25043 |   - DrawIndexed(18948)                                | 1445  
25061 |   - DrawIndexed(16404)                                | 1446  
25079 |   - DrawIndexed(16404)                                | 1447  
25097 |   - DrawIndexed(16404)                                | 1448  
25115 |   - DrawIndexed(16404)                                | 1449  
25133 |   - DrawIndexed(16404)                                | 1450  
25151 |   - DrawIndexed(16404)                                | 1451  
25169 |   - DrawIndexed(16404)                                | 1452  
25187 |   - DrawIndexed(16404)                                | 1453  
25205 |   - DrawIndexed(16404)                                | 1454  
25223 |   - DrawIndexed(16404)                                | 1455  
25241 |   - DrawIndexed(16404)                                | 1456  
25259 |   - DrawIndexed(16404)                                | 1457  
25277 |   - DrawIndexed(11304)                                | 1458  
25292 |   - DrawIndexed(9000)                                 | 1459  
25310 |   - DrawIndexed(11091)                                | 1460  
25325 |   - DrawIndexed(9000)                                 | 1461  
25343 |   - DrawIndexed(9168)                                 | 1462  
25358 |   - DrawIndexed(13080)                                | 1463  
25376 |   - DrawIndexed(12192)                                | 1464  
25391 |   - DrawIndexed(9000)                                 | 1465  
25409 |   - DrawIndexed(13080)                                | 1466  
25424 |   - DrawIndexed(9168)                                 | 1467  
25442 |   - DrawIndexed(12192)                                | 1468  
25457 |   - DrawIndexed(8904)                                 | 1469  
25475 |   - DrawIndexed(1464)                                 | 1470  
25493 |   - DrawIndexed(1464)                                 | 1471  
25511 |   - DrawIndexed(1464)                                 | 1472  
25529 |   - DrawIndexed(1464)                                 | 1473  
25547 |   - DrawIndexed(1464)                                 | 1474  
25565 |   - DrawIndexed(1464)                                 | 1475  
25583 |   - DrawIndexed(1464)                                 | 1476  
25601 |   - DrawIndexed(1464)                                 | 1477  
25619 |   - DrawIndexed(1464)                                 | 1478  
25637 |   - DrawIndexed(1464)                                 | 1479  
25655 |   - DrawIndexed(1464)                                 | 1480  
25673 |   - DrawIndexed(5736)                                 | 1481  
25688 |   - DrawIndexed(6204)                                 | 1482  
25703 |   - DrawIndexed(4638)                                 | 1483  
25721 |   - DrawIndexed(5736)                                 | 1484  
25736 |   - DrawIndexed(6204)                                 | 1485  
25751 |   - DrawIndexed(4638)                                 | 1486  
25769 |   - DrawIndexed(5736)                                 | 1487  
25784 |   - DrawIndexed(6204)                                 | 1488  
25799 |   - DrawIndexed(4638)                                 | 1489  
25817 |   - DrawIndexed(5736)                                 | 1490  
25832 |   - DrawIndexed(6204)                                 | 1491  
25847 |   - DrawIndexed(4638)                                 | 1492  
25865 |   - DrawIndexed(5736)                                 | 1493  
25880 |   - DrawIndexed(6204)                                 | 1494  
25895 |   - DrawIndexed(4638)                                 | 1495  
25913 |   - DrawIndexed(5736)                                 | 1496  
25928 |   - DrawIndexed(6204)                                 | 1497  
25943 |   - DrawIndexed(4638)                                 | 1498  
25961 |   - DrawIndexed(5736)                                 | 1499  
25976 |   - DrawIndexed(6204)                                 | 1500  
25991 |   - DrawIndexed(4638)                                 | 1501  
26009 |   - DrawIndexed(5736)                                 | 1502  
26024 |   - DrawIndexed(6204)                                 | 1503  
26039 |   - DrawIndexed(4638)                                 | 1504  
26057 |   - DrawIndexed(15729)                                | 1505  
26072 |   - DrawIndexed(14805)                                | 1506  
26087 |   - DrawIndexed(12456)                                | 1507  
26105 |   - DrawIndexed(15729)                                | 1508  
26120 |   - DrawIndexed(14805)                                | 1509  
26135 |   - DrawIndexed(12456)                                | 1510  
26153 |   - DrawIndexed(16011)                                | 1511  
26168 |   - DrawIndexed(79191)                                | 1512  
26183 |   - DrawIndexed(48768)                                | 1513  
26201 |   - DrawIndexed(47112)                                | 1514  
26216 |   - DrawIndexed(4704)                                 | 1515  
26234 |   - DrawIndexed(1008)                                 | 1516  
26252 |   - DrawIndexed(16119)                                | 1517  
26270 |   - DrawIndexed(13218)                                | 1518  
26288 |   - DrawIndexed(1944)                                 | 1519  
26306 |   - DrawIndexed(16119)                                | 1520  
26324 |   - DrawIndexed(1008)                                 | 1521  
26342 |   - DrawIndexed(978)                                  | 1522  
26360 |   - DrawIndexed(13914)                                | 1523  
26378 |   - DrawIndexed(8052)                                 | 1524  
26396 |   - DrawIndexed(48228)                                | 1525  
26414 |   - DrawIndexed(2964)                                 | 1526  
26432 |   - DrawIndexed(30279)                                | 1527  
26450 |   - DrawIndexed(15078)                                | 1528  
26468 |   - DrawIndexed(75090)                                | 1529  
26486 |   - DrawIndexed(30489)                                | 1530  
26504 |   - DrawIndexed(2970)                                 | 1531  
26522 |   - DrawIndexed(112098)                               | 1532  
26540 |   - DrawIndexed(21300)                                | 1533  
26558 |   - DrawIndexed(3888)                                 | 1534  
26576 |   - DrawIndexed(5895)                                 | 1535  
26594 |   - DrawIndexed(5895)                                 | 1536  
26612 |   - DrawIndexed(2385)                                 | 1537  
26630 |   - DrawIndexed(2385)                                 | 1538  
26648 |   - DrawIndexed(2385)                                 | 1539  
26666 |   - DrawIndexed(2385)                                 | 1540  
26684 |   - DrawIndexed(2385)                                 | 1541  
26702 |   - DrawIndexed(5607)                                 | 1542  
26720 |   - DrawIndexed(5607)                                 | 1543  
26738 |   - DrawIndexed(5607)                                 | 1544  
26756 |   - DrawIndexed(5607)                                 | 1545  
26774 |   - DrawIndexed(5607)                                 | 1546  
26792 |   - DrawIndexed(5607)                                 | 1547  
26810 |   - DrawIndexed(5607)                                 | 1548  
26828 |   - DrawIndexed(5607)                                 | 1549  
26846 |   - DrawIndexed(5607)                                 | 1550  
26864 |   - DrawIndexed(5607)                                 | 1551  
26882 |   - DrawIndexed(5607)                                 | 1552  
26900 |   - DrawIndexed(5607)                                 | 1553  
26918 |   - DrawIndexed(5607)                                 | 1554  
26936 |   - DrawIndexed(5607)                                 | 1555  
26954 |   - DrawIndexed(5607)                                 | 1556  
26972 |   - DrawIndexed(5607)                                 | 1557  
26990 |   - DrawIndexed(5607)                                 | 1558  
27008 |   - DrawIndexed(9864)                                 | 1559  
27026 |   - DrawIndexed(9864)                                 | 1560  
27044 |   - DrawIndexed(4335)                                 | 1561  
27062 |   - DrawIndexed(1905)                                 | 1562  
27080 |   - DrawIndexed(1905)                                 | 1563  
27098 |   - DrawIndexed(1905)                                 | 1564  
27116 |   - DrawIndexed(1905)                                 | 1565  
27134 |   - DrawIndexed(1905)                                 | 1566  
27152 |   - DrawIndexed(1905)                                 | 1567  
27170 |   - DrawIndexed(1905)                                 | 1568  
27188 |   - DrawIndexed(1905)                                 | 1569  
27206 |   - DrawIndexed(1905)                                 | 1570  
27224 |   - DrawIndexed(109371)                               | 1571  
27239 |   - DrawIndexed(492)                                  | 1572  
27257 |   - DrawIndexed(1068)                                 | 1573  
27275 |   - DrawIndexed(67665)                                | 1574  
27290 |   - DrawIndexed(9759)                                 | 1575  
27308 |   - DrawIndexed(67665)                                | 1576  
27323 |   - DrawIndexed(9759)                                 | 1577  
27341 |   - DrawIndexed(67665)                                | 1578  
27356 |   - DrawIndexed(9759)                                 | 1579  
27374 |   - DrawIndexed(67665)                                | 1580  
27389 |   - DrawIndexed(9759)                                 | 1581  
27407 |   - DrawIndexed(67665)                                | 1582  
27422 |   - DrawIndexed(9759)                                 | 1583  
27440 |   - DrawIndexed(67665)                                | 1584  
27455 |   - DrawIndexed(9759)                                 | 1585  
27473 |   - DrawIndexed(67665)                                | 1586  
27488 |   - DrawIndexed(9759)                                 | 1587  
27506 |   - DrawIndexed(624)                                  | 1588  
27524 |   - DrawIndexed(5604)                                 | 1589  
27539 |   - DrawIndexed(690)                                  | 1590  
27554 |   - DrawIndexed(2070)                                 | 1591  
27569 |   - DrawIndexed(1380)                                 | 1592  
27584 |   - DrawIndexed(690)                                  | 1593  
27599 |   - DrawIndexed(690)                                  | 1594  
27617 |   - DrawIndexed(5604)                                 | 1595  
27632 |   - DrawIndexed(690)                                  | 1596  
27647 |   - DrawIndexed(2070)                                 | 1597  
27662 |   - DrawIndexed(1380)                                 | 1598  
27677 |   - DrawIndexed(690)                                  | 1599  
27692 |   - DrawIndexed(690)                                  | 1600  
27710 |   - DrawIndexed(5604)                                 | 1601  
27725 |   - DrawIndexed(690)                                  | 1602  
27740 |   - DrawIndexed(2070)                                 | 1603  
27755 |   - DrawIndexed(1380)                                 | 1604  
27770 |   - DrawIndexed(690)                                  | 1605  
27785 |   - DrawIndexed(690)                                  | 1606  
27803 |   - DrawIndexed(3516)                                 | 1607  
27818 |   - DrawIndexed(2208)                                 | 1608  
27834 | - DrawIndexed(6)                                      | 1609  
27840 | - DrawIndexed(6)                                      | 1610  
27875 | - DrawIndexed(6)                                      | 1611  
27896 | - DrawIndexed(6)                                      | 1612  
28022 | - Colour Pass #2 (1 Targets + Depth)                  | 1613-1640
27922 |  \- DrawIndexed(6)                                    | 1613  
27925 |   - DrawIndexed(1755)                                 | 1614  
27928 |   - DrawIndexed(6)                                    | 1615  
27931 |   - DrawIndexed(108)                                  | 1616  
27934 |   - DrawIndexed(6)                                    | 1617  
27937 |   - DrawIndexed(132)                                  | 1618  
27940 |   - DrawIndexed(6)                                    | 1619  
27943 |   - DrawIndexed(108)                                  | 1620  
27946 |   - DrawIndexed(6)                                    | 1621  
27949 |   - DrawIndexed(138)                                  | 1622  
27952 |   - DrawIndexed(6)                                    | 1623  
27955 |   - DrawIndexed(162)                                  | 1624  
27958 |   - DrawIndexed(6)                                    | 1625  
27961 |   - DrawIndexed(78)                                   | 1626  
27964 |   - DrawIndexed(6)                                    | 1627  
27967 |   - DrawIndexed(66)                                   | 1628  
27970 |   - DrawIndexed(6)                                    | 1629  
27973 |   - DrawIndexed(51)                                   | 1630  
27976 |   - DrawIndexed(6)                                    | 1631  
27979 |   - DrawIndexed(96)                                   | 1632  
27982 |   - DrawIndexed(6)                                    | 1633  
27985 |   - DrawIndexed(60)                                   | 1634  
27988 |   - DrawIndexed(6)                                    | 1635  
27991 |   - DrawIndexed(54)                                   | 1636  
27994 |   - DrawIndexed(132)                                  | 1637  
27997 |   - DrawIndexed(174)                                  | 1638  
28000 |   - DrawIndexed(36)                                   | 1639  
28003 |   - DrawIndexed(24)                                   | 1640  
28019 | - Present(D3D11::pBackbuffer)                         | 1641  
